job,marital,education,default,housing,loan,contact,month,poutcome,deposit
services,single,secondary,no,no,no,cellular,jul,unknown,yes
retired,married,secondary,no,no,no,telephone,jul,unknown,yes
technician,married,secondary,no,yes,no,cellular,jul,unknown,yes
management,married,tertiary,no,no,no,cellular,jul,unknown,yes
management,married,tertiary,no,yes,no,cellular,jul,success,yes
entrepreneur,married,secondary,no,yes,no,telephone,jul,failure,yes
technician,single,secondary,no,no,no,cellular,jul,unknown,yes
management,single,tertiary,no,yes,no,cellular,jul,success,yes
housemaid,divorced,secondary,no,no,no,cellular,jul,unknown,yes
admin.,divorced,secondary,no,yes,no,cellular,jul,success,yes
blue-collar,married,secondary,no,yes,no,cellular,jul,failure,yes
admin.,married,unknown,no,no,no,cellular,jul,unknown,yes
blue-collar,married,primary,no,no,no,telephone,jul,unknown,yes
management,divorced,tertiary,no,no,no,cellular,jul,unknown,yes
retired,married,secondary,no,no,no,telephone,jul,unknown,yes
services,single,secondary,no,no,no,cellular,jul,unknown,yes
unemployed,married,tertiary,no,no,no,cellular,jul,success,yes
self-employed,single,tertiary,no,no,no,cellular,jul,unknown,yes
unemployed,single,primary,no,no,no,cellular,jul,unknown,yes
blue-collar,married,primary,no,no,no,cellular,jul,unknown,yes
admin.,married,secondary,no,no,no,cellular,jul,unknown,yes
entrepreneur,married,primary,no,no,no,cellular,jul,other,yes
management,single,tertiary,no,no,no,cellular,jul,unknown,yes
blue-collar,single,secondary,no,no,no,cellular,jul,unknown,yes
management,married,tertiary,no,no,no,cellular,jul,unknown,yes
technician,married,secondary,no,no,no,cellular,jul,unknown,yes
services,single,secondary,no,no,no,cellular,jul,unknown,yes
retired,married,primary,no,no,no,cellular,jul,unknown,yes
retired,married,secondary,no,no,no,cellular,jul,unknown,yes
admin.,married,secondary,no,yes,yes,cellular,jul,unknown,yes
management,married,tertiary,no,no,no,cellular,jul,unknown,yes
services,married,secondary,no,no,no,cellular,jul,success,yes
technician,single,tertiary,no,no,no,cellular,jul,unknown,yes
retired,married,secondary,no,no,no,cellular,jul,unknown,yes
management,married,tertiary,no,no,no,cellular,jul,unknown,yes
unemployed,married,primary,no,yes,no,cellular,jul,failure,yes
student,single,secondary,no,no,no,cellular,jul,unknown,yes
retired,married,primary,no,no,no,telephone,jul,unknown,yes
housemaid,married,primary,no,no,no,telephone,jul,unknown,yes
management,single,secondary,no,yes,no,cellular,jul,failure,yes
management,single,tertiary,no,no,no,cellular,jul,failure,yes
student,married,unknown,no,no,no,cellular,jul,failure,yes
retired,married,primary,no,no,no,telephone,jul,unknown,yes
retired,married,tertiary,no,no,no,cellular,jul,unknown,yes
technician,married,tertiary,no,no,no,cellular,jul,other,yes
management,married,unknown,no,no,no,cellular,jul,unknown,yes
blue-collar,married,secondary,no,yes,no,telephone,jul,unknown,yes
management,single,tertiary,no,no,no,cellular,jul,unknown,yes
student,single,secondary,no,no,no,cellular,jul,unknown,yes
management,single,tertiary,no,yes,no,cellular,jul,unknown,yes
student,single,unknown,no,no,no,cellular,jul,unknown,yes
student,single,primary,no,no,no,cellular,jul,unknown,yes
blue-collar,single,primary,no,no,no,telephone,jul,unknown,yes
management,married,tertiary,no,no,no,cellular,jul,unknown,yes
management,single,tertiary,no,no,no,cellular,jul,other,yes
blue-collar,divorced,primary,no,no,no,cellular,jul,unknown,yes
student,single,tertiary,no,no,no,cellular,jul,unknown,yes
entrepreneur,single,unknown,no,no,no,cellular,jul,failure,yes
management,single,tertiary,no,no,no,cellular,jul,unknown,yes
management,single,tertiary,no,no,no,cellular,aug,success,yes
management,married,tertiary,no,no,no,cellular,aug,unknown,yes
admin.,married,secondary,no,yes,yes,cellular,aug,unknown,yes
management,married,tertiary,no,no,no,cellular,aug,unknown,yes
management,divorced,tertiary,no,no,no,cellular,aug,unknown,yes
technician,married,tertiary,no,no,no,cellular,aug,unknown,yes
technician,married,secondary,no,yes,no,cellular,aug,success,yes
retired,married,secondary,no,yes,no,cellular,aug,unknown,yes
technician,single,tertiary,no,yes,no,cellular,aug,success,yes
management,married,tertiary,no,no,no,cellular,aug,success,yes
technician,single,secondary,no,no,no,cellular,aug,unknown,yes
management,divorced,tertiary,no,no,no,cellular,aug,success,yes
self-employed,married,tertiary,no,no,no,cellular,aug,success,yes
admin.,divorced,secondary,no,no,yes,cellular,aug,unknown,yes
management,married,tertiary,no,no,no,cellular,aug,success,yes
student,single,secondary,no,no,no,cellular,aug,unknown,yes
admin.,married,secondary,no,no,no,cellular,aug,unknown,yes
management,married,tertiary,no,no,no,cellular,aug,unknown,yes
management,single,tertiary,no,no,no,cellular,aug,success,yes
management,single,tertiary,no,no,no,cellular,aug,other,yes
student,married,unknown,no,no,no,cellular,aug,failure,yes
unemployed,single,tertiary,no,no,no,cellular,aug,success,yes
management,married,tertiary,no,no,no,telephone,aug,unknown,yes
services,single,secondary,no,no,no,cellular,aug,unknown,yes
management,married,tertiary,no,no,no,cellular,aug,success,yes
admin.,divorced,secondary,no,yes,yes,cellular,aug,failure,yes
unknown,married,unknown,no,no,no,telephone,aug,unknown,yes
retired,married,tertiary,no,no,no,cellular,aug,unknown,yes
retired,married,tertiary,no,no,no,cellular,aug,unknown,yes
management,married,tertiary,no,no,no,cellular,aug,unknown,yes
retired,married,secondary,no,no,no,cellular,aug,unknown,yes
admin.,married,tertiary,no,no,no,cellular,aug,unknown,yes
management,divorced,tertiary,no,no,no,cellular,aug,unknown,yes
management,married,tertiary,no,no,yes,cellular,aug,failure,yes
technician,married,secondary,no,no,no,cellular,aug,unknown,yes
services,single,secondary,no,no,no,cellular,aug,unknown,yes
retired,married,tertiary,no,no,no,cellular,aug,unknown,yes
admin.,married,tertiary,no,no,no,cellular,aug,failure,yes
retired,married,primary,no,no,no,cellular,aug,unknown,yes
unemployed,married,secondary,no,no,no,cellular,aug,unknown,yes
admin.,married,secondary,no,no,no,cellular,aug,success,yes
management,married,tertiary,no,yes,no,cellular,aug,success,yes
admin.,single,secondary,no,no,no,cellular,aug,other,yes
services,single,secondary,no,yes,no,cellular,aug,failure,yes
unemployed,married,secondary,no,yes,no,cellular,aug,success,yes
technician,married,tertiary,no,no,no,cellular,aug,unknown,yes
entrepreneur,divorced,secondary,no,yes,no,cellular,aug,unknown,yes
retired,married,primary,no,no,no,cellular,aug,unknown,yes
student,single,secondary,no,no,no,cellular,aug,success,yes
management,single,tertiary,no,yes,no,cellular,aug,unknown,yes
student,single,unknown,no,no,no,cellular,aug,unknown,yes
technician,married,secondary,no,no,no,cellular,aug,other,yes
retired,divorced,tertiary,no,no,no,cellular,aug,success,yes
self-employed,single,tertiary,no,no,no,telephone,aug,failure,yes
self-employed,divorced,tertiary,no,no,no,cellular,aug,unknown,yes
management,married,tertiary,no,no,no,cellular,aug,success,yes
blue-collar,married,primary,no,yes,no,cellular,aug,success,yes
unemployed,married,unknown,no,no,no,cellular,aug,unknown,yes
services,single,tertiary,no,yes,no,cellular,aug,failure,yes
housemaid,divorced,primary,no,no,no,cellular,aug,unknown,yes
technician,married,secondary,no,yes,no,cellular,aug,failure,yes
retired,married,secondary,no,no,no,cellular,aug,unknown,yes
blue-collar,divorced,primary,no,no,no,telephone,aug,unknown,yes
unemployed,divorced,secondary,no,no,no,cellular,aug,unknown,yes
management,single,tertiary,no,no,no,cellular,aug,success,yes
management,single,tertiary,no,yes,no,cellular,aug,unknown,yes
technician,married,secondary,no,yes,no,cellular,aug,failure,yes
admin.,single,secondary,no,no,no,cellular,aug,failure,yes
management,married,tertiary,no,yes,yes,cellular,aug,unknown,yes
admin.,single,secondary,no,yes,no,cellular,aug,success,yes
admin.,married,secondary,no,yes,no,cellular,aug,failure,yes
self-employed,married,primary,no,yes,no,cellular,aug,failure,yes
blue-collar,married,secondary,no,yes,no,cellular,aug,unknown,yes
services,single,secondary,no,no,no,cellular,aug,success,yes
student,single,secondary,no,no,no,telephone,aug,unknown,yes
self-employed,single,tertiary,no,no,no,cellular,aug,unknown,yes
technician,divorced,unknown,no,no,no,cellular,aug,unknown,yes
management,single,tertiary,no,yes,no,cellular,aug,failure,yes
retired,married,primary,no,no,no,cellular,aug,unknown,yes
student,single,primary,no,no,no,cellular,aug,unknown,yes
admin.,single,secondary,no,no,no,cellular,aug,unknown,yes
management,married,tertiary,no,no,no,cellular,aug,failure,yes
technician,married,secondary,no,no,no,cellular,aug,failure,yes
management,married,tertiary,no,yes,no,cellular,aug,unknown,yes
student,single,primary,no,no,no,cellular,aug,unknown,yes
management,single,tertiary,no,yes,no,cellular,aug,failure,yes
management,married,primary,no,no,no,cellular,aug,failure,yes
blue-collar,single,secondary,no,no,no,cellular,aug,success,yes
technician,married,tertiary,no,no,no,cellular,aug,success,yes
services,married,secondary,no,no,no,cellular,aug,success,yes
services,married,unknown,no,no,no,cellular,aug,success,yes
technician,single,secondary,no,no,no,cellular,aug,unknown,yes
retired,married,primary,no,no,no,telephone,aug,unknown,yes
unemployed,divorced,primary,yes,no,no,cellular,aug,unknown,yes
blue-collar,married,secondary,no,yes,no,cellular,aug,failure,yes
management,single,tertiary,no,no,no,cellular,aug,unknown,yes
admin.,single,tertiary,no,yes,no,cellular,aug,unknown,yes
admin.,married,secondary,no,no,no,cellular,aug,success,yes
services,married,secondary,no,no,no,cellular,aug,failure,yes
technician,divorced,secondary,no,no,no,cellular,aug,unknown,yes
student,single,secondary,no,no,no,cellular,aug,unknown,yes
management,married,tertiary,no,no,no,cellular,aug,success,yes
retired,married,primary,no,no,no,cellular,aug,failure,yes
technician,single,secondary,no,no,no,cellular,aug,failure,yes
management,single,tertiary,no,no,no,cellular,aug,unknown,yes
retired,married,primary,no,no,no,cellular,aug,success,yes
management,single,tertiary,no,yes,no,cellular,aug,success,yes
technician,single,secondary,no,no,no,cellular,aug,unknown,yes
retired,single,tertiary,no,no,no,cellular,aug,unknown,yes
technician,married,tertiary,no,no,no,cellular,aug,unknown,yes
management,married,tertiary,no,no,no,telephone,aug,success,yes
management,married,tertiary,no,no,no,cellular,aug,unknown,yes
unemployed,single,tertiary,no,no,no,cellular,aug,unknown,yes
admin.,single,secondary,no,no,no,cellular,aug,success,yes
unemployed,married,secondary,no,no,no,cellular,aug,success,yes
management,married,primary,no,no,no,cellular,aug,unknown,yes
student,single,unknown,no,no,no,cellular,aug,success,yes
management,married,tertiary,no,no,no,cellular,aug,unknown,yes
blue-collar,single,secondary,no,no,no,cellular,aug,unknown,yes
management,married,tertiary,no,no,no,cellular,aug,unknown,yes
technician,married,secondary,no,yes,no,cellular,aug,unknown,yes
management,single,tertiary,no,no,no,cellular,aug,unknown,yes
retired,married,unknown,no,no,no,cellular,aug,failure,yes
management,married,tertiary,no,yes,no,cellular,aug,failure,yes
unemployed,single,tertiary,no,no,no,cellular,aug,failure,yes
entrepreneur,married,tertiary,no,yes,no,cellular,aug,other,yes
blue-collar,married,unknown,no,yes,no,cellular,aug,other,yes
admin.,married,primary,no,yes,no,cellular,aug,success,yes
management,married,unknown,no,no,no,cellular,aug,unknown,yes
retired,married,secondary,no,no,no,telephone,aug,unknown,yes
retired,married,tertiary,no,no,no,cellular,aug,unknown,yes
services,single,tertiary,no,no,no,cellular,aug,unknown,yes
management,single,tertiary,no,no,no,cellular,aug,failure,yes
technician,married,secondary,no,yes,no,cellular,aug,unknown,yes
retired,married,secondary,no,no,no,cellular,aug,success,yes
management,single,tertiary,no,yes,no,cellular,aug,failure,yes
management,married,tertiary,no,no,no,telephone,aug,unknown,yes
student,single,secondary,no,no,no,telephone,aug,failure,yes
student,single,secondary,no,no,no,cellular,aug,failure,yes
housemaid,married,tertiary,no,no,no,cellular,aug,failure,yes
management,married,tertiary,no,yes,no,cellular,aug,unknown,yes
technician,married,secondary,no,no,yes,cellular,aug,success,yes
technician,single,secondary,no,yes,no,cellular,aug,failure,yes
retired,divorced,tertiary,no,no,no,cellular,aug,unknown,yes
admin.,married,secondary,no,no,no,cellular,aug,success,yes
technician,single,tertiary,no,no,no,cellular,aug,unknown,yes
retired,divorced,secondary,no,no,no,cellular,aug,unknown,yes
admin.,married,secondary,no,no,no,cellular,aug,other,yes
management,married,tertiary,no,no,no,cellular,aug,unknown,yes
management,single,tertiary,no,no,no,cellular,aug,unknown,yes
management,married,tertiary,no,no,no,cellular,aug,unknown,yes
management,single,tertiary,no,no,no,cellular,aug,success,yes
technician,married,secondary,no,no,no,cellular,aug,other,yes
student,single,tertiary,no,no,no,cellular,aug,unknown,yes
entrepreneur,single,tertiary,no,no,no,cellular,aug,unknown,yes
self-employed,single,tertiary,no,no,no,cellular,aug,unknown,yes
technician,single,tertiary,no,no,no,cellular,aug,failure,yes
management,single,tertiary,no,no,no,cellular,aug,unknown,yes
housemaid,married,secondary,no,no,no,cellular,aug,unknown,yes
management,married,primary,no,yes,no,cellular,aug,success,yes
student,single,secondary,no,no,no,cellular,aug,other,yes
admin.,married,secondary,no,no,no,cellular,aug,success,yes
management,married,tertiary,no,no,yes,cellular,aug,unknown,yes
student,single,secondary,no,no,no,cellular,aug,other,yes
retired,married,secondary,no,no,yes,cellular,aug,unknown,yes
technician,married,secondary,no,no,no,cellular,aug,success,yes
student,single,secondary,no,no,no,cellular,aug,unknown,yes
admin.,single,secondary,no,yes,no,cellular,aug,success,yes
retired,divorced,tertiary,no,yes,no,cellular,aug,success,yes
retired,divorced,secondary,no,no,no,cellular,aug,unknown,yes
blue-collar,married,secondary,no,yes,no,cellular,aug,success,yes
unemployed,married,secondary,no,no,no,cellular,aug,success,yes
management,single,tertiary,no,no,no,cellular,aug,success,yes
technician,married,secondary,no,no,no,cellular,aug,other,yes
housemaid,married,tertiary,no,no,no,cellular,aug,unknown,yes
blue-collar,married,primary,no,yes,no,cellular,aug,failure,yes
technician,married,tertiary,no,yes,no,cellular,aug,success,yes
retired,married,tertiary,no,no,no,cellular,aug,unknown,yes
retired,married,secondary,no,no,no,cellular,aug,unknown,yes
management,married,tertiary,no,no,no,cellular,aug,success,yes
services,married,secondary,no,no,no,cellular,aug,success,yes
housemaid,married,primary,no,no,no,telephone,aug,unknown,yes
retired,married,secondary,no,no,no,telephone,aug,unknown,yes
technician,single,primary,no,no,no,cellular,aug,unknown,yes
retired,divorced,primary,no,no,no,telephone,aug,unknown,yes
retired,married,secondary,no,no,no,cellular,aug,unknown,yes
retired,married,tertiary,no,no,no,cellular,aug,unknown,yes
management,single,tertiary,no,yes,no,cellular,aug,failure,yes
management,divorced,unknown,no,no,no,cellular,aug,failure,yes
management,single,tertiary,no,yes,no,telephone,aug,other,yes
